"","Club","Year","Time","Round","Day","Venue","Result","GF","GA","Opponent","predicted_probability"
"4219","NYCFC",2018,13:30:00,"Regular Season","Sat","Away","D","2","2","New England",-0.114333333333333
"4220","NYCFC",2018,17:00:00,"Regular Season","Sat","Away","W","2","1","San Jose",0.562
"4221","NYCFC",2018,19:00:00,"Regular Season","Wed","Home","W","4","0","Real Salt Lake",0.728333333333333
"4222","NYCFC",2018,18:00:00,"Regular Season","Sun","Away","D","2","2","Atlanta Utd",0.175
"4223","NYCFC",2018,15:00:00,"Regular Season","Sun","Away","L","0","3","Portland Timbers",-0.789
"4224","NYCFC",2018,18:30:00,"Regular Season","Sun","Home","W","3","1","FC Dallas",0.746
"4225","NYCFC",2018,13:55:00,"Regular Season","Sat","Away","L","0","4","NY Red Bulls",-0.985
"4226","NYCFC",2018,13:00:00,"Regular Season","Sat","Home","W","4","0","Colorado Rapids",0.752
"4227","NYCFC",2018,19:55:00,"Regular Season","Fri","Away","L","1","3","Dynamo FC",-0.956
"4228","NYCFC",2018,19:30:00,"Regular Season","Sat","Home","W","3","0","Orlando City",0.933333333333333
"4229","NYCFC",2018,12:30:00,"Regular Season","Sat","Home","D","1","1","Atlanta Utd",0.308333333333333
"4230","NYCFC",2018,17:00:00,"Regular Season","Sun","Home","W","2","1","Toronto FC",0.878666666666667
"4231","NYCFC",2018,19:00:00,"Regular Season","Sat","Away","L","2","3","Chicago Fire",-0.696333333333333
"4232","NYCFC",2018,19:00:00,"Regular Season","Sun","Home","W","1","0","NY Red Bulls",0.635666666666667
"4233","NYCFC",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","Columbus Crew",0.922
"4234","NYCFC",2018,20:00:00,"Regular Season","Thu","Away","W","2","0","Orlando City",0.833333333333333
"4235","NYCFC",2018,14:00:00,"Regular Season","Sun","Away","L","1","3","Seattle",-0.77
"4236","NYCFC",2018,20:00:00,"Regular Season","Sat","Home","D","2","2","Vancouver",-0.0593333333333333
"4237","NYCFC",2018,16:00:00,"Regular Season","Sun","Away","W","3","2","Toronto FC",0.62
"4238","NYCFC",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","Philadelphia",-0.659
"4239","NYCFC",2018,19:00:00,"Regular Season","Wed","Home","D","1","1","NY Red Bulls",0.171666666666667
"4240","NYCFC",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","Columbus Crew",-0.945
"4241","NYCFC",2018,19:00:00,"Regular Season","Wed","Home","L","0","1","New England",-0.866666666666667
"4242","NYCFC",2018,16:55:00,"Regular Season","Sat","Home","D","1","1","D.C. United",-0.066
"4243","NYCFC",2018,19:30:00,"Regular Season","Sat","Away","D","1","1","CF Montréal",-0.188333333333333
"4244","NYCFC",2018,19:00:00,"Regular Season","Wed","Home","W","2","0","Chicago Fire",0.916
"4245","NYCFC",2018,19:00:00,"Regular Season","Sat","Away","L","1","2","Minnesota Utd",-0.837333333333333
"4246","NYCFC",2018,15:00:00,"Regular Season","Sun","Away","L","1","3","D.C. United",-0.913333333333333
"4247","NYCFC",2018,16:30:00,"Regular Season","Sun","Home","W","3","1","Philadelphia",0.693333333333333
"4248","CF Montréal",2018,15:00:00,"Regular Season","Sun","Away","L","1","2","Vancouver",-0.62
"4249","CF Montréal",2018,13:00:00,"Regular Season","Sat","Away","L","2","3","Columbus Crew",-0.86
"4250","CF Montréal",2018,15:00:00,"Regular Season","Sat","Home","W","1","0","Toronto FC",0.857
"4251","CF Montréal",2018,19:00:00,"Regular Season","Sat","Away","W","1","0","Seattle",0.777666666666667
"4252","CF Montréal",2018,19:30:00,"Regular Season","Fri","Away","L","0","4","New England",-0.824666666666667
"4253","CF Montréal",2018,13:00:00,"Regular Season","Sat","Away","L","1","3","NY Red Bulls",-0.928333333333333
"4254","CF Montréal",2018,13:00:00,"Regular Season","Sat","Away","L","1","4","Atlanta Utd",-0.689333333333333
"4255","CF Montréal",2018,13:00:00,"Regular Season","Sat","Home","W","4","2","New England",0.777333333333333
"4256","CF Montréal",2018,19:30:00,"Regular Season","Wed","Away","L","0","1","Chicago Fire",-0.769666666666667
"4257","CF Montréal",2018,15:00:00,"Regular Season","Sat","Home","L","0","2","Philadelphia",-0.818
"4258","CF Montréal",2018,15:00:00,"Regular Season","Mon","Home","L","0","1","LA Galaxy",-0.79
"4259","CF Montréal",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","Minnesota Utd",-0.781666666666667
"4260","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","W","1","0","Dynamo FC",0.71
"4261","CF Montréal",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","FC Dallas",-0.92
"4262","CF Montréal",2018,19:30:00,"Regular Season","Wed","Home","W","3","0","Orlando City",0.886666666666667
"4263","CF Montréal",2018,19:30:00,"Regular Season","Sat","Away","W","2","0","Orlando City",0.913333333333333
"4264","CF Montréal",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","Sporting KC",0.909
"4265","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","W","2","1","Colorado Rapids",0.501
"4266","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","W","2","0","San Jose",0.666666666666667
"4267","CF Montréal",2018,20:00:00,"Regular Season","Sat","Away","D","2","2","Portland Timbers",-0.282
"4268","CF Montréal",2018,19:00:00,"Regular Season","Sat","Home","L","1","2","Atlanta Utd",-0.945
"4269","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","D","1","1","D.C. United",0.148333333333333
"4270","CF Montréal",2018,20:00:00,"Regular Season","Sat","Away","D","1","1","Real Salt Lake",-0.00800000000000001
"4271","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","W","2","1","Chicago Fire",0.540333333333333
"4272","CF Montréal",2018,20:00:00,"Regular Season","Sat","Away","L","1","3","Toronto FC",-0.794333333333333
"4273","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","W","3","0","NY Red Bulls",0.956
"4274","CF Montréal",2018,19:30:00,"Regular Season","Sat","Away","W","4","1","Philadelphia",0.91
"4275","CF Montréal",2018,19:30:00,"Regular Season","Sat","Home","D","1","1","NYCFC",0.018
"4276","CF Montréal",2018,19:00:00,"Regular Season","Sat","Away","L","0","5","D.C. United",-0.809
"4277","CF Montréal",2018,15:00:00,"Regular Season","Sat","Home","W","3","0","Columbus Crew",0.78
"4278","CF Montréal",2018,15:00:00,"Regular Season","Sun","Home","W","2","0","Toronto FC",0.841333333333333
"4279","CF Montréal",2018,16:30:00,"Regular Season","Sun","Away","L","0","1","New England",-0.833
"4280","Toronto FC",2018,13:00:00,"Regular Season","Sat","Home","L","0","2","Columbus Crew",-0.759
"4281","Toronto FC",2018,15:00:00,"Regular Season","Sat","Away","L","0","1","CF Montréal",-0.876666666666667
"4282","Toronto FC",2018,20:00:00,"Regular Season","Fri","Home","W","3","1","Real Salt Lake",0.944
"4283","Toronto FC",2018,13:00:00,"Regular Season","Sat","Away","L","0","2","Colorado Rapids",-0.831666666666667
"4284","Toronto FC",2018,14:00:00,"Regular Season","Sat","Away","L","1","5","Dynamo FC",-0.758666666666667
"4285","Toronto FC",2018,15:00:00,"Regular Season","Sat","Home","D","2","2","Chicago Fire",-0.292
"4286","Toronto FC",2018,20:00:00,"Regular Season","Fri","Home","W","3","0","Philadelphia",0.791
"4287","Toronto FC",2018,19:30:00,"Regular Season","Wed","Home","L","1","2","Seattle",-0.626
"4288","Toronto FC",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","New England",-0.724
"4289","Toronto FC",2018,20:00:00,"Regular Season","Fri","Home","W","2","1","Orlando City",0.86
"4290","Toronto FC",2018,20:00:00,"Regular Season","Fri","Home","L","0","1","FC Dallas",-0.795
"4291","Toronto FC",2018,19:30:00,"Regular Season","Sat","Away","D","3","3","Columbus Crew",0.144333333333333
"4292","Toronto FC",2018,20:00:00,"Regular Season","Fri","Away","W","2","0","Philadelphia",0.579333333333333
"4293","Toronto FC",2018,20:00:00,"Regular Season","Wed","Home","D","4","4","D.C. United",-0.03
"4294","Toronto FC",2018,17:00:00,"Regular Season","Sun","Away","L","1","2","NYCFC",-0.849
"4295","Toronto FC",2018,16:30:00,"Regular Season","Sun","Home","L","0","1","NY Red Bulls",-0.335333333333333
"4296","Toronto FC",2018,18:00:00,"Regular Season","Wed","Away","L","3","4","Minnesota Utd",-0.88
"4297","Toronto FC",2018,19:30:00,"Regular Season","Sat","Away","D","2","2","Sporting KC",-0.0636666666666667
"4298","Toronto FC",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","Orlando City",-0.764
"4299","Toronto FC",2018,18:00:00,"Regular Season","Sat","Away","W","2","1","Chicago Fire",0.447
"4300","Toronto FC",2018,19:00:00,"Regular Season","Sat","Home","W","3","0","Chicago Fire",0.886
"4301","Toronto FC",2018,16:00:00,"Regular Season","Sat","Away","D","2","2","Atlanta Utd",-0.226333333333333
"4302","Toronto FC",2018,16:00:00,"Regular Season","Sun","Home","L","2","3","NYCFC",-0.605333333333333
"4303","Toronto FC",2018,19:00:00,"Regular Season","Sat","Away","D","1","1","San Jose",0.0253333333333333
"4304","Toronto FC",2018,20:00:00,"Regular Season","Sat","Home","W","3","1","CF Montréal",0.853333333333333
"4305","Toronto FC",2018,19:30:00,"Regular Season","Wed","Away","L","0","2","Portland Timbers",-1
"4306","Toronto FC",2018,19:30:00,"Regular Season","Sat","Home","W","5","3","LA Galaxy",0.725333333333333
"4307","Toronto FC",2018,17:00:00,"Regular Season","Sat","Away","L","0","2","NY Red Bulls",-0.695
"4308","Toronto FC",2018,19:30:00,"Regular Season","Sat","Home","W","4","1","New England",0.984
"4309","Toronto FC",2018,17:00:00,"Regular Season","Sat","Home","L","1","2","Vancouver",-0.821333333333333
"4310","Toronto FC",2018,19:30:00,"Regular Season","Wed","Away","L","0","1","D.C. United",-0.577333333333333
"4311","Toronto FC",2018,15:00:00,"Regular Season","Sun","Away","L","0","2","CF Montréal",-0.877
"4312","Toronto FC",2018,16:30:00,"Regular Season","Sun","Home","W","4","1","Atlanta Utd",0.684333333333333
"4313","Chicago Fire",2018,17:00:00,"Regular Season","Sat","Home","L","3","4","Sporting KC",-0.517666666666667
"4314","Chicago Fire",2018,13:00:00,"Regular Season","Sat","Away","L","1","2","Minnesota Utd",-0.584
"4315","Chicago Fire",2018,17:00:00,"Regular Season","Sat","Home","D","2","2","Portland Timbers",-0.329
"4316","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Home","W","1","0","Columbus Crew",0.764
"4317","Chicago Fire",2018,14:30:00,"Regular Season","Sat","Home","L","0","1","LA Galaxy",-0.61
"4318","Chicago Fire",2018,15:30:00,"Regular Season","Sat","Away","W","2","1","NY Red Bulls",0.408333333333333
"4319","Chicago Fire",2018,15:00:00,"Regular Season","Sat","Away","D","2","2","Toronto FC",0.200333333333333
"4320","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Home","L","1","2","Atlanta Utd",-0.955
"4321","Chicago Fire",2018,19:30:00,"Regular Season","Wed","Home","W","1","0","CF Montréal",0.725
"4322","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Away","L","0","3","Columbus Crew",-0.939333333333333
"4323","Chicago Fire",2018,15:00:00,"Regular Season","Sun","Home","L","2","3","Dynamo FC",-0.67
"4324","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Away","W","2","1","Orlando City",0.452
"4325","Chicago Fire",2018,19:30:00,"Regular Season","Wed","Away","L","1","3","Philadelphia",-0.687
"4326","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Home","W","2","1","San Jose",0.793333333333333
"4327","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Home","D","1","1","New England",-0.228333333333333
"4328","Chicago Fire",2018,19:00:00,"Regular Season","Wed","Away","D","2","2","Colorado Rapids",-0.151333333333333
"4329","Chicago Fire",2018,19:00:00,"Regular Season","Sat","Away","D","1","1","Seattle",-0.028
"4330","Chicago Fire",2018,19:00:00,"Regular Season","Sat","Home","W","3","2","NYCFC",0.792333333333333
"4331","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Vancouver",-0.72
"4332","Chicago Fire",2018,19:30:00,"Regular Season","Wed","Home","L","3","4","Philadelphia",-0.733333333333333
"4333","Chicago Fire",2018,19:00:00,"Regular Season","Sat","Away","L","1","3","FC Dallas",-0.855
"4334","Chicago Fire",2018,18:00:00,"Regular Season","Sat","Home","L","1","2","Toronto FC",-0.64
"4335","Chicago Fire",2018,19:00:00,"Regular Season","Sat","Away","L","0","3","Toronto FC",-0.88
"4336","Chicago Fire",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","Real Salt Lake",-0.704
"4337","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Home","L","0","1","NY Red Bulls",-0.806
"4338","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Away","L","1","2","CF Montréal",-0.637
"4339","Chicago Fire",2018,18:00:00,"Regular Season","Thu","Home","D","1","1","Columbus Crew",0.294
"4340","Chicago Fire",2018,16:00:00,"Regular Season","Sun","Home","W","4","0","Orlando City",0.94
"4341","Chicago Fire",2018,19:30:00,"Regular Season","Sat","Away","D","2","2","New England",0.0316666666666667
"4342","Chicago Fire",2018,19:00:00,"Regular Season","Wed","Away","L","0","2","NYCFC",-0.905
"4343","Chicago Fire",2018,13:00:00,"Regular Season","Sun","Away","L","1","2","D.C. United",-0.866
"4344","Chicago Fire",2018,15:00:00,"Regular Season","Sun","Away","L","1","2","Atlanta Utd",-0.913333333333333
"4345","Chicago Fire",2018,15:30:00,"Regular Season","Sun","Home","D","0","0","D.C. United",-0.110333333333333
"4346","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","D","1","1","Real Salt Lake",0.0416666666666667
"4347","FC Dallas",2018,16:00:00,"Regular Season","Sun","Home","W","3","0","Seattle",0.98
"4348","FC Dallas",2018,14:30:00,"Regular Season","Sat","Home","D","1","1","Portland Timbers",-0.224666666666667
"4349","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","D","1","1","Colorado Rapids",-0.189
"4350","FC Dallas",2018,19:30:00,"Regular Season","Sat","Away","W","1","0","New England",0.686
"4351","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","Philadelphia",0.86
"4352","FC Dallas",2018,18:30:00,"Regular Season","Sun","Away","L","1","3","NYCFC",-0.713333333333333
"4353","FC Dallas",2018,14:30:00,"Regular Season","Sat","Home","W","3","2","LA Galaxy",0.307
"4354","FC Dallas",2018,20:00:00,"Regular Season","Fri","Away","W","1","0","Toronto FC",0.604
"4355","FC Dallas",2018,19:30:00,"Regular Season","Wed","Away","W","3","2","LA Galaxy",0.802666666666667
"4356","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","CF Montréal",0.955
"4357","FC Dallas",2018,18:00:00,"Regular Season","Sat","Away","L","0","3","NY Red Bulls",-0.804666666666667
"4358","FC Dallas",2018,19:00:00,"Regular Season","Fri","Away","W","1","0","Minnesota Utd",0.451
"4359","FC Dallas",2018,19:00:00,"Regular Season","Wed","Home","W","3","2","Atlanta Utd",0.803333333333333
"4360","FC Dallas",2018,20:00:00,"Regular Season","Sat","Away","L","0","2","Real Salt Lake",-1
"4361","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","3","1","Chicago Fire",0.896
"4362","FC Dallas",2018,20:00:00,"Regular Season","Sat","Away","D","1","1","Dynamo FC",0.169666666666667
"4363","FC Dallas",2018,20:00:00,"Regular Season","Sat","Away","W","3","2","Sporting KC",0.761666666666667
"4364","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","L","1","3","San Jose",-0.581
"4365","FC Dallas",2018,19:00:00,"Regular Season","Sun","Away","L","1","2","Seattle",-0.330333333333333
"4366","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","Minnesota Utd",0.946
"4367","FC Dallas",2018,20:00:00,"Regular Season","Thu","Away","D","1","1","Dynamo FC",0.221
"4368","FC Dallas",2018,19:30:00,"Regular Season","Wed","Away","L","3","4","San Jose",-0.289666666666667
"4369","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","4","2","Dynamo FC",0.906666666666667
"4370","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","D","0","0","Columbus Crew",-0.108
"4371","FC Dallas",2018,16:00:00,"Regular Season","Sun","Away","W","2","1","Vancouver",0.897666666666667
"4372","FC Dallas",2018,19:30:00,"Regular Season","Sat","Away","D","0","0","Portland Timbers",-0.103
"4373","FC Dallas",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","Orlando City",0.651
"4374","FC Dallas",2018,16:55:00,"Regular Season","Sat","Away","L","0","1","D.C. United",-0.793333333333333
"4375","FC Dallas",2018,16:00:00,"Regular Season","Sun","Home","L","0","3","Sporting KC",-0.575
"4376","FC Dallas",2018,14:30:00,"Regular Season","Sun","Away","L","1","2","Colorado Rapids",-0.333333333333333
"4377","Dynamo FC",2018,14:30:00,"Regular Season","Sat","Home","W","4","0","Atlanta Utd",0.799
"4378","Dynamo FC",2018,17:00:00,"Regular Season","Sat","Home","L","1","2","Vancouver",-0.621
"4379","Dynamo FC",2018,13:30:00,"Regular Season","Sat","Away","D","2","2","D.C. United",0.143333333333333
"4380","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Home","L","0","2","New England",-0.718333333333333
"4381","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Away","D","2","2","San Jose",0.231666666666667
"4382","Dynamo FC",2018,14:00:00,"Regular Season","Sat","Home","W","5","1","Toronto FC",0.704
"4383","Dynamo FC",2018,19:00:00,"Regular Season","Sat","Away","L","1","2","Minnesota Utd",-0.405666666666667
"4384","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","LA Galaxy",0.625333333333333
"4385","Dynamo FC",2018,19:30:00,"Regular Season","Fri","Away","D","2","2","Vancouver",-0.298
"4386","Dynamo FC",2018,15:00:00,"Regular Season","Sun","Away","W","3","2","Chicago Fire",0.692666666666667
"4387","Dynamo FC",2018,19:55:00,"Regular Season","Fri","Home","W","3","1","NYCFC",0.818666666666667
"4388","Dynamo FC",2018,19:30:00,"Regular Season","Wed","Away","L","1","2","Real Salt Lake",-0.601666666666667
"4389","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Away","L","0","1","CF Montréal",-0.778
"4390","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Home","W","2","0","Colorado Rapids",0.672
"4391","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Sporting KC",-0.664666666666667
"4392","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Home","W","3","0","Minnesota Utd",0.87
"4393","Dynamo FC",2018,19:00:00,"Regular Season","Sat","Away","D","0","0","Colorado Rapids",-0.026
"4394","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Home","D","1","1","FC Dallas",0.065
"4395","Dynamo FC",2018,20:00:00,"Regular Season","Wed","Home","L","1","3","Philadelphia",-0.754
"4396","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Away","L","1","2","Portland Timbers",-0.675
"4397","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Home","L","0","1","Sporting KC",-0.442666666666667
"4398","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Away","L","0","1","Columbus Crew",-0.856
"4399","Dynamo FC",2018,20:00:00,"Regular Season","Sat","Home","L","1","2","Real Salt Lake",-0.687
"4400","Dynamo FC",2018,20:00:00,"Regular Season","Thu","Home","D","1","1","FC Dallas",-0.132333333333333
"4401","Dynamo FC",2018,20:00:00,"Regular Season","Wed","Away","L","0","1","NY Red Bulls",-0.801666666666667
"4402","Dynamo FC",2018,19:00:00,"Regular Season","Sat","Away","L","2","4","FC Dallas",-0.966666666666667
"4403","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Home","W","4","1","Portland Timbers",0.778666666666667
"4404","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Away","D","0","0","Orlando City",-0.016
"4405","Dynamo FC",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","San Jose",0.514333333333333
"4406","Dynamo FC",2018,19:30:00,"Regular Season","Mon","Away","L","1","4","Seattle",-0.708666666666667
"4407","Dynamo FC",2018,16:00:00,"Regular Season","Sun","Home","L","2","3","Seattle",-0.684666666666667
"4408","Dynamo FC",2018,13:30:00,"Regular Season","Sun","Away","W","3","2","LA Galaxy",0.507666666666667
"4409","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","San Jose",-0.908
"4410","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","W","2","1","Orlando City",0.753
"4411","Minnesota Utd",2018,13:00:00,"Regular Season","Sat","Home","W","2","1","Chicago Fire",0.68
"4412","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Away","L","0","3","NY Red Bulls",-0.667666666666667
"4413","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","L","0","1","Atlanta Utd",-0.613666666666667
"4414","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","L","2","3","Portland Timbers",-0.8
"4415","Minnesota Utd",2018,13:00:00,"Regular Season","Sun","Away","L","1","3","Seattle",-0.76
"4416","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","W","2","1","Dynamo FC",0.705
"4417","Minnesota Utd",2018,13:00:00,"Regular Season","Sat","Home","W","1","0","Vancouver",0.685
"4418","Minnesota Utd",2018,13:00:00,"Regular Season","Sat","Home","L","1","3","San Jose",-0.927333333333333
"4419","Minnesota Utd",2018,13:00:00,"Regular Season","Sun","Home","D","1","1","Sporting KC",0.114333333333333
"4420","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","W","2","0","CF Montréal",0.745
"4421","Minnesota Utd",2018,19:30:00,"Regular Season","Sun","Away","L","1","4","Sporting KC",-0.773333333333333
"4422","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Away","L","2","3","Colorado Rapids",-0.389666666666667
"4423","Minnesota Utd",2018,19:00:00,"Regular Season","Fri","Home","L","0","1","FC Dallas",-0.422333333333333
"4424","Minnesota Utd",2018,18:00:00,"Regular Season","Wed","Home","W","4","3","Toronto FC",0.815
"4425","Minnesota Utd",2018,20:00:00,"Regular Season","Sat","Away","L","0","3","Dynamo FC",-0.825
"4426","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","W","3","2","Real Salt Lake",0.668333333333333
"4427","Minnesota Utd",2018,19:00:00,"Regular Season","Wed","Home","W","2","1","New England",0.883333333333333
"4428","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Away","L","2","4","Vancouver",-0.86
"4429","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","L","1","2","Seattle",-0.483666666666667
"4430","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","D","2","2","LA Galaxy",-0.0566666666666667
"4431","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","FC Dallas",-0.939333333333333
"4432","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","L","0","2","Sporting KC",-0.408333333333333
"4433","Minnesota Utd",2018,19:30:00,"Regular Season","Wed","Away","L","1","2","D.C. United",-0.854333333333333
"4434","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","D","1","1","Real Salt Lake",0.0963333333333333
"4435","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","W","3","2","Portland Timbers",0.933333333333333
"4436","Minnesota Utd",2018,19:00:00,"Regular Season","Sat","Home","W","2","1","NYCFC",0.752333333333333
"4437","Minnesota Utd",2018,19:30:00,"Regular Season","Sat","Away","L","1","5","Philadelphia",-0.801666666666667
"4438","Minnesota Utd",2018,13:00:00,"Regular Season","Sat","Home","L","0","2","Colorado Rapids",-0.790666666666667
"4439","Minnesota Utd",2018,16:00:00,"Regular Season","Sun","Home","L","1","3","LA Galaxy",-0.853333333333333
"4440","Minnesota Utd",2018,16:30:00,"Regular Season","Sun","Away","L","2","3","Columbus Crew",-0.91
"4441","Sporting KC",2018,18:30:00,"Regular Season","Sun","Home","L","0","2","NYCFC",-0.835
"4442","Sporting KC",2018,17:00:00,"Regular Season","Sat","Away","W","4","3","Chicago Fire",0.628333333333333
"4443","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","San Jose",0.406666666666667
"4444","Sporting KC",2018,19:00:00,"Regular Season","Sat","Away","D","2","2","Colorado Rapids",0.0636666666666667
"4445","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","1","0","D.C. United",0.59
"4446","Sporting KC",2018,18:00:00,"Regular Season","Sun","Away","W","2","0","LA Galaxy",0.569666666666667
"4447","Sporting KC",2018,15:00:00,"Regular Season","Sun","Home","D","2","2","Seattle",0.130666666666667
"4448","Sporting KC",2018,20:00:00,"Regular Season","Fri","Home","W","6","0","Vancouver",0.637666666666667
"4449","Sporting KC",2018,19:30:00,"Regular Season","Sat","Away","L","0","1","New England",-0.718333333333333
"4450","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","1","0","Colorado Rapids",0.83
"4451","Sporting KC",2018,19:30:00,"Regular Season","Wed","Away","W","2","0","Atlanta Utd",0.39
"4452","Sporting KC",2018,13:00:00,"Regular Season","Sun","Away","D","1","1","Minnesota Utd",-0.0573333333333333
"4453","Sporting KC",2018,17:00:00,"Regular Season","Sun","Home","D","0","0","Columbus Crew",-0.102333333333333
"4454","Sporting KC",2018,19:30:00,"Regular Season","Sun","Home","W","4","1","Minnesota Utd",0.624333333333333
"4455","Sporting KC",2018,19:30:00,"Regular Season","Sat","Away","D","0","0","Portland Timbers",-0.0706666666666667
"4456","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","3","2","Dynamo FC",0.621666666666667
"4457","Sporting KC",2018,19:00:00,"Regular Season","Sat","Away","L","0","2","CF Montréal",-0.933666666666667
"4458","Sporting KC",2018,20:00:00,"Regular Season","Wed","Away","L","2","4","Real Salt Lake",-0.894333333333333
"4459","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","D","2","2","Toronto FC",0.0536666666666667
"4460","Sporting KC",2018,19:00:00,"Regular Season","Sat","Away","L","2","3","NY Red Bulls",-0.675
"4461","Sporting KC",2018,20:00:00,"Regular Season","Sat","Home","L","2","3","FC Dallas",-0.86
"4462","Sporting KC",2018,20:00:00,"Regular Season","Sat","Away","W","1","0","Dynamo FC",0.591666666666667
"4463","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","3","0","Portland Timbers",0.794
"4464","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","2","0","Minnesota Utd",0.417333333333333
"4465","Sporting KC",2018,13:00:00,"Regular Season","Sat","Away","L","1","3","Seattle",-0.797333333333333
"4466","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","W","1","0","Orlando City",0.556666666666667
"4467","Sporting KC",2018,19:30:00,"Regular Season","Sat","Away","W","5","1","San Jose",0.869333333333333
"4468","Sporting KC",2018,13:00:00,"Regular Season","Sun","Away","L","0","2","Philadelphia",-0.74
"4469","Sporting KC",2018,16:00:00,"Regular Season","Sun","Home","D","1","1","Real Salt Lake",0.214
"4470","Sporting KC",2018,19:30:00,"Regular Season","Sat","Home","D","1","1","LA Galaxy",-0.08
"4471","Sporting KC",2018,19:00:00,"Regular Season","Wed","Away","W","4","1","Vancouver",0.92
"4472","Sporting KC",2018,16:00:00,"Regular Season","Sun","Away","W","3","0","FC Dallas",0.844
"4473","Colorado Rapids",2018,13:30:00,"Regular Season","Sat","Away","L","1","2","New England",-0.235
"4474","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","D","2","2","Sporting KC",-0.137333333333333
"4475","Colorado Rapids",2018,19:00:00,"Regular Season","Sat","Home","W","3","0","Philadelphia",0.98
